"Report_ID","Date","Status","Location","Incident_Category","Incident_Type","Description","Report","Report_Time","Length"
1702216,"7/22/17","CLOSED","Troy Hall","ALARM RESPONSE","ALARM RESPONSE                           Carbon Monoxide Alarm","A carbon monoxide alarm was activated by unknown cause."," 7/22/17 - 7:21 pm                    Location: TROY HALL                                                     Report #: 1702216
Occurred: 7/22/17 - 7:21 pm      to 7/22/17 - 8:07 pm                                    Disposition: CLOSED
Incident: ALARM RESPONSE                           Carbon Monoxide Alarm
Summary: A carbon monoxide alarm was activated by unknown cause.
          cc: Student Affairs, Safety, Housing","7/22/17 - 7:21 pm","7/22/17 - 7:21 pm      to 7/22/17 - 8:07 pm"
1702217,"7/23/17","Inactive Investigation","1226 30Th St","THEFT PETTY","THEFT-PETTY                              Theft Bicycle","A suspect removed a bicycle."," 7/23/17 - 1:02 pm                    Location: 1226 30TH ST                                                  Report #: 1702217
Occurred: 7/23/17 - 12:30 am     to 7/23/17 - 10:00 am                                   Disposition: Inactive Investigation
Incident: THEFT-PETTY                              Theft Bicycle
Summary: A suspect removed a bicycle.","7/23/17 - 1:02 pm","7/23/17 - 12:30 am     to 7/23/17 - 10:00 am"
1702219,"7/24/17","CLOSED","Mark Taper Hall Of Humanities","FIRE","FIRE                                     Alarm Malicious","A fire alarm was activated from a pull station."," 7/24/17 - 8:53 am                    Location: MARK TAPER HALL OF HUMANITIES                                 Report #: 1702219
Occurred: 7/24/17 - 8:52 am      to 7/24/17 - 9:11 am                                    Disposition: CLOSED
Incident: FIRE                                     Alarm Malicious
Summary: A fire alarm was activated from a pull station.
          cc: Safety","7/24/17 - 8:53 am","7/24/17 - 8:52 am      to 7/24/17 - 9:11 am"
1702220,"7/24/17","CLOSED","Phi Sigma Kappa","PROPERTY","PROPERTY                                 Lost/Missing Property","A property manager reported multiple sets of his building keys missing."," 7/24/17 - 9:02 am                    Location: PHI SIGMA KAPPA                                               Report #: 1702220
Occurred: 7/22/17 - 5:00 pm      to 7/24/17 - 2:30 am                                    Disposition: CLOSED
Incident: PROPERTY                                 Lost/Missing Property
Summary: A property manager reported multiple sets of his building keys missing.","7/24/17 - 9:02 am","7/22/17 - 5:00 pm      to 7/24/17 - 2:30 am"
1702222,"7/24/17","Inactive Investigation","Dean Bartlett Cromwell Field","THEFT PETTY","THEFT-PETTY                              Theft Petty-Plain","A suspect removed a cellular phone."," 7/24/17 - 5:01 pm                    Location: DEAN BARTLETT CROMWELL FIELD                                  Report #: 1702222
Occurred: 7/24/17 - 4:00 pm      to 7/24/17 - 4:15 pm                                    Disposition: Inactive Investigation
Incident: THEFT-PETTY                              Theft Petty-Plain
Summary: A suspect removed a cellular phone.
","7/24/17 - 5:01 pm","7/24/17 - 4:00 pm      to 7/24/17 - 4:15 pm"
1702223,"7/24/17","CLOSED","36Th Pl & Vermont Av","TRAFFIC","TRAFFIC                                   Traffic Collision Without Injuries","A non-USC male drove his vehicle into a student's vehicle, causing unspecified damage."," 7/24/17 - 5:16 pm                     Location: 36TH PL & VERMONT AV                                       Report #: 1702223
Occurred: 7/13/17 - 5:45 pm      to 7/13/17 - 5:45 pm                                    Disposition: CLOSED
Incident: TRAFFIC                                   Traffic Collision Without Injuries
Summary: A non-USC male drove his vehicle into a student's vehicle, causing unspecified damage.","7/24/17 - 5:16 pm","7/13/17 - 5:45 pm      to 7/13/17 - 5:45 pm"
1702224,"7/24/17","Inactive Investigation","1226 30Th St","THEFT PETTY","THEFT-PETTY                               Theft Petty-Plain","A suspect removed the contents of a package that was delivered to the location."," 7/24/17 - 7:44 pm                     Location: 1226 30TH ST                                               Report #: 1702224
Occurred: 7/22/17 - 6:00 am      to 7/23/17 - 10:00 am                                   Disposition: Inactive Investigation
Incident: THEFT-PETTY                               Theft Petty-Plain
Summary: A suspect removed the contents of a package that was delivered to the location.","7/24/17 - 7:44 pm","7/22/17 - 6:00 am      to 7/23/17 - 10:00 am"
NA,"7/25/17","CLOSED","Campus Development & Facilities","SERVICE","SERVICE                                   Illness Response","A staff member was transported to a local hospital for medical treatment after complaining of dizziness and nausea."," 7/25/17 - 4:22 am                     Location: CAMPUS DEVELOPMENT & FACILITIES                            Report #: 1702225
                                                            BUILDING
Occurred: 7/25/17 - 4:22 am      to 7/25/17 - 5:56 am                                    Disposition: CLOSED
Incident: SERVICE                                   Illness Response
Summary: A staff member was transported to a local hospital for medical treatment after complaining of dizziness and nausea.","7/25/17 - 4:22 am","7/25/17 - 4:22 am      to 7/25/17 - 5:56 am"
1702226,"7/25/17","CLOSED","Jefferson Bl & Vermont Av","TRAFFIC","TRAFFIC                                   Traffic Collision With Injuries","A non-USC female was struck by a vehicle while riding her bicycle near the location. The female sustained unspecified injuries"," 7/25/17 - 6:18 am                     Location: JEFFERSON BL & VERMONT AV                                  Report #: 1702226
Occurred: 7/25/17 - 6:18 am      to 7/25/17 - 6:38 am                                    Disposition: CLOSED
Incident: TRAFFIC                                   Traffic Collision With Injuries
Summary: A non-USC female was struck by a vehicle while riding her bicycle near the location. The female sustained unspecified injuries
          and was transported to a local hospital for medical treatment.","7/25/17 - 6:18 am","7/25/17 - 6:18 am      to 7/25/17 - 6:38 am"
1702227,"7/25/17","CLOSED","Jefferson Building","OBSCENE ACTIVITY","OBSCENE ACTIVITY                          Obscene, Annoying, Threatening Phone Calls","A faculty member reported receiving several incoherent voice mail messages on her office phone."," 7/25/17 - 8:37 am                     Location: JEFFERSON BUILDING                                         Report #: 1702227
Occurred: 6/7/17   - 4:00 am     to 7/7/17    - 12:05 am                                 Disposition: CLOSED
Incident: OBSCENE ACTIVITY                          Obscene, Annoying, Threatening Phone Calls
Summary: A faculty member reported receiving several incoherent voice mail messages on her office phone.
          cc: HR","7/25/17 - 8:37 am","6/7/17   - 4:00 am     to 7/7/17    - 12:05 am"
1702228,"7/25/17","CLOSED","Century Apartments","ALARM RESPONSE","ALARM RESPONSE                            Carbon Monoxide Alarm","A carbon monoxide alarm was activated by an oven that was left on overnight."," 7/25/17 - 6:56 am                     Location: CENTURY APARTMENTS                                         Report #: 1702228
Occurred: 7/25/17 - 6:00 am      to 7/25/17 - 7:15 am                                    Disposition: CLOSED
Incident: ALARM RESPONSE                            Carbon Monoxide Alarm
Summary: A carbon monoxide alarm was activated by an oven that was left on overnight.
          cc: Student Affairs, Safety, Housing","7/25/17 - 6:56 am","7/25/17 - 6:00 am      to 7/25/17 - 7:15 am"
1702229,"7/25/17","CLOSED","Stardust Apartments","PROPERTY","PROPERTY                                  Lost/Missing Property","A staff member reported his department issued tablet computer missing."," 7/25/17 - 5:39 pm                     Location: STARDUST APARTMENTS                                        Report #: 1702229
Occurred: 7/21/17 - 2:25 pm      to 7/21/17 - 3:00 pm                                    Disposition: CLOSED
Incident: PROPERTY                                  Lost/Missing Property
Summary: A staff member reported his department issued tablet computer missing.
","7/25/17 - 5:39 pm","7/21/17 - 2:25 pm      to 7/21/17 - 3:00 pm"
1702230,"7/25/17","CLOSED","Upc Public Safety Office","PROPERTY","PROPERTY                                  Lost/Missing Property","A staff member reported his department issued baton missing."," 7/25/17 - 7:34 pm                     Location: UPC PUBLIC SAFETY OFFICE                                 Report #: 1702230
Occurred: 7/25/17 - 7:34 pm        to 7/25/17 - 7:37 pm                                  Disposition: CLOSED
Incident: PROPERTY                                  Lost/Missing Property
Summary: A staff member reported his department issued baton missing.","7/25/17 - 7:34 pm","7/25/17 - 7:34 pm        to 7/25/17 - 7:37 pm"
1702231,"7/26/17","CLOSED","Upc Public Safety Office","PROPERTY","PROPERTY                                  Lost/Missing Property","A staff member reported a fire extinguisher missing from a University vehicle."," 7/26/17 - 2:03 am                     Location: UPC PUBLIC SAFETY OFFICE                                 Report #: 1702231
Occurred: 7/24/17 - 9:00 pm        to 7/24/17 - 9:00 pm                                  Disposition: CLOSED
Incident: PROPERTY                                  Lost/Missing Property
Summary: A staff member reported a fire extinguisher missing from a University vehicle.","7/26/17 - 2:03 am","7/24/17 - 9:00 pm        to 7/24/17 - 9:00 pm"
1702232,"7/26/17","CLOSED","Healthcare Center 4","PROPERTY","PROPERTY                                  Damaged Property","A roll up loading dock door was damaged when a trash bin was dropped by a forklift and rolled into it."," 7/26/17 - 8:37 am                     Location: HEALTHCARE CENTER 4                                      Report #: 1702232
Occurred: 7/26/17 - 6:00 am        to 7/26/17 - 8:37 am                                  Disposition: CLOSED
Incident: PROPERTY                                  Damaged Property
Summary: A roll up loading dock door was damaged when a trash bin was dropped by a forklift and rolled into it.
          cc: Risk Management","7/26/17 - 8:37 am","7/26/17 - 6:00 am        to 7/26/17 - 8:37 am"
